"","GRTS_ID","lowerleft","upperleft","upperright","lowerright","center"
"1",21,"19.670232928404,-155.146069964829","19.669900190397,-155.09853502836","19.6245988089004,-155.098888508901","19.6249314552277,-155.146414609298","19.647416,-155.122477"
"2",41,"19.4010954532288,-155.575478990721","19.4008389465684,-155.527995989566","19.3555606408729,-155.528269332866","19.3558170779451,-155.575743517052","19.378329,-155.551872"
"3",43,"22.0709267952389,-159.688496634707","22.0714016670092,-159.640491211279","22.0258419060971,-159.6399954788","22.0253671837141,-159.687991890885","22.048385,-159.664244"
"4",52,"21.5350697686065,-158.245460083097","21.5352871567536,-158.197558486922","21.4897912029498,-158.197334147028","21.4895738812534,-158.245226770025","21.512431,-158.221395"
"5",57,"19.8107146077099,-156.001160387818","19.8105333414323,-155.953597115888","19.7652183296683,-155.953791754748","19.7653995455969,-156.001346179734","19.787967,-155.977474"
"6",84,"21.3095631699507,-157.717865930355","21.3096865964692,-157.670008428618","21.2642166046008,-157.669883031427","21.2640932153524,-157.717731576359","21.28689,-157.693872"
"7",93,"20.6733141164764,-156.236278099365","20.6731742489723,-156.188545791719","20.6277742621526,-156.188697264351","20.6279140888736,-156.236420662005","20.650545,-156.212485"
"8",105,"19.8085225639268,-155.525531323162","19.8082569913945,-155.477968923731","19.7629426118679,-155.478252029511","19.7632081106442,-155.525805582484","19.785733,-155.501889"
"9",114,"21.2195812567284,-156.952160056748","21.2195684960935,-156.904320116847","21.1741086358231,-156.904338017447","21.1741213926236,-156.952169007049","21.196845,-156.928247"
"10",133,"19.9424533352248,-155.19158755424","19.9421284787342,-155.143999403652","19.8968020739553,-155.144344818297","19.897126839535,-155.191924112998","19.919628,-155.167964"
"11",157,"20.8556243251663,-156.522316205384","20.8555352136318,-156.474547954329","20.810115701287,-156.47464611315","20.8102047865745,-156.522405440741","20.83287,-156.498479"
"12",169,"19.9454698909408,-155.715064756213","19.9452378461959,-155.667475408494","19.8999105711888,-155.667723404827","19.9001425509841,-155.71530389599","19.922691,-155.691392"
"13",197,"19.8068026732977,-155.240158572758","19.8064865189072,-155.192596854843","19.7611726310537,-155.19293303807","19.7614886976497,-155.240485909908","19.783988,-155.216544"
"14",217,"19.4470969779306,-155.717690407197","19.4468656374898,-155.670198300631","19.4015832374754,-155.670445284588","19.4018145149879,-155.71792857075","19.424341,-155.694066"
"15",233,"19.9011759195597,-155.953207620821","19.9009861166744,-155.905626717639","19.8556627776898,-155.905830354901","19.8558525275824,-155.953402404592","19.87842,-155.929517"
"16",272,"19.0853810354088,-155.814436772706","19.085166981276,-155.767014964803","19.0399147338741,-155.767243627826","19.040128730994,-155.814656641382","19.062648,-155.790838"
"17",276,"21.1739725633513,-157.286985840511","21.1740193382497,-157.239154897786","21.1285646445527,-157.239110163061","21.1285178836745,-157.286932158861","21.151269,-157.263046"
"18",277,"19.6695590293433,-155.05100022336","19.6692094452951,-155.003465553116","19.6239082541145,-155.003836705581","19.6242577418453,-155.0513625399","19.646734,-155.027416"
"19",297,"19.4905868399516,-155.384947686601","19.4902965368749,-155.33744746802","19.4450107194127,-155.337756307987","19.4453009433243,-155.385247703283","19.467799,-155.36135"
"20",306,"21.1740576086319,-156.808676061681","21.1740193382497,-156.760845102214","21.1285646445527,-156.760889836939","21.1286029034638,-156.808711849473","21.151312,-156.784781"
"21",308,"21.354293323844,-157.957331821966","21.3544593606914,-157.909465645314","21.3089843434912,-157.909295400672","21.3088183569028,-157.957152617324","21.331639,-157.933311"
"22",313,"19.5839993992018,-155.954569586647","19.5838099640951,-155.907050588786","19.5385154061305,-155.907253696547","19.5387047892988,-155.954763863937","19.561258,-155.930909"
"23",324,"21.7179270837236,-158.054643628037","21.718110598432,-158.006705788637","21.6725925931295,-158.00651705915","21.6724091350735,-158.05444591173","21.69526,-158.030578"
"24",336,"19.1762998469868,-155.908875845083","19.1761024753888,-155.86143627862","19.1308427316187,-155.861647509586","19.1310400503667,-155.909078275085","19.153572,-155.885259"
"25",361,"19.7641858241443,-155.716020781548","19.763954038087,-155.668466840287","19.7186435195615,-155.668714467764","19.7188752414088,-155.716259565642","19.741415,-155.692365"
"26",370,"20.9012015822681,-156.617781389159","20.9011294229762,-156.5700041479","20.8557049499324,-156.570084489792","20.8557770879169,-156.617852804216","20.878454,-156.593931"
"27",377,"19.4475344225531,-155.812674882551","19.4473199062964,-155.765182602262","19.4020373827126,-155.765411945362","19.4022518406159,-155.81289540515","19.424786,-155.789041"
"28",397,"20.1723951658531,-155.761501489949","20.1721712431484,-155.713867720653","20.1268222469072,-155.714107306154","20.127046106125,-155.761732202337","20.149609,-155.737802"
"29",399,"21.8905686313849,-159.494600101308","21.8910087314689,-159.446629980087","21.8454712550833,-159.446170983703","21.8450312921219,-159.494132106692","21.86802,-159.470383"
"30",425,"19.9910251687515,-155.762423824058","19.9908014989143,-155.71482552739","19.9454698909408,-155.715064756213","19.9456934980101,-155.762654192977","19.968248,-155.738742"
"31",429,"20.7651972541651,-156.904498821945","20.7651760495538,-156.856748241246","20.719766121727,-156.856774991944","20.7197873201239,-156.904516655746","20.742482,-156.880635"
"32",443,"22.2559479019725,-159.402265759472","22.256371980854,-159.354223187951","22.2107879790798,-159.353780861511","22.2103640349263,-159.40181440754","22.233368,-159.378021"
"33",453,"19.4890511845143,-155.147447774315","19.4887188116477,-155.099948162438","19.443433424404,-155.100301117832","19.4437657066417,-155.147791906763","19.466243,-155.123872"
"34",461,"20.763343982103,-155.997242725922","20.7631616247243,-155.949492904795","20.7177522872382,-155.949689073327","20.7179345911789,-155.997429977983","20.740549,-155.973464"
"35",473,"19.4468656374898,-155.670198300631","19.4466258850091,-155.622706285844","19.4013435502103,-155.622962090153","19.4015832374754,-155.670445284588","19.424105,-155.646578"
"36",489,"19.9007878783426,-155.858045890269","19.9005812045952,-155.810465142007","19.8552579786596,-155.810686486121","19.8554645947053,-155.858258380979","19.878023,-155.834364"
"37",533,"19.3997288239339,-155.338065033236","19.3994302694869,-155.290582572602","19.3541523459344,-155.290899999864","19.3544508193929,-155.338373643829","19.376941,-155.31448"
"38",553,"19.6282663770815,-155.716736867487","19.6280347831026,-155.669209446514","19.5827365025994,-155.66945679789","19.5829680329195,-155.716975385338","19.605502,-155.693095"
"39",562,"20.9014732410827,-157","20.90146899641,-156.952222638605","20.8560444230951,-156.952231565507","20.8560486665143,-157","20.878759,-156.976114"
"40",564,"21.3539357066431,-158.053063970565","21.3541187724847,-158.005197931501","21.3086438583792,-158.005009766898","21.3084608479501,-158.05286684604","21.33129,-158.029035"
"41",569,"19.5383176061641,-155.85974360463","19.5381113894297,-155.81223359147","19.4928209284606,-155.812454278006","19.4930270888042,-155.859955464064","19.51557,-155.836097"
"42",571,"22.0238917051508,-159.831979976729","22.0243920831548,-159.783984143232","21.9788385401971,-159.783461573292","21.9783383192094,-159.831448399155","22.001366,-159.807719"
"43",596,"21.4912229773439,-157.814190420122","21.4913635987854,-157.766297161811","21.4458725344589,-157.766153636204","21.4457319559005,-157.814037924341","21.468548,-157.79017"
"44",605,"20.6737888192464,-156.427207829107","20.673682858681,-156.379475328453","20.6282827235575,-156.379591160949","20.6283886532256,-156.427314751505","20.651036,-156.403397"
"45",617,"20.0796746216565,-155.381037300201","20.0793832684557,-155.333422079867","20.0340436204052,-155.333732417016","20.0343348914334,-155.381338771296","20.05686,-155.357383"
"46",626,"20.9920654334604,-156.617638478939","20.9919932313745,-156.569843373998","20.9465588392612,-156.569923775974","20.9466310199202,-156.617709947405","20.969313,-156.593779"
"47",633,"19.4028447550788,-155.955346262811","19.4026555268295,-155.90786256715","19.3573767282866,-155.908065373266","19.3575659051941,-155.95554025157","19.380111,-155.931704"
"48",635,"22.165625127834,-159.305314011238","22.1660318163459,-159.257289158531","22.1204593232721,-159.256865202061","22.120052763346,-159.304881035869","22.143043,-159.281087"
"49",655,"21.9821007073332,-159.447548489787","21.9825325331118,-159.399560189497","21.9369835615417,-159.399109853544","21.9365518709678,-159.447089148749","21.959543,-159.423327"
"50",667,"21.8374069013976,-160.213525995099","21.8379749795593,-160.165567859761","21.792445462051,-160.164974123931","21.7918775603781,-160.212923266091","21.814927,-160.189248"
"51",685,"20.8106120342577,-156.90448098148","20.8105908234143,-156.856721480554","20.7651760495538,-156.856748241246","20.7651972541651,-156.904498821945","20.787894,-156.880612"
"52",692,"21.6258517312621,-158.293846436704","21.6260777827832,-158.245926971626","21.5805710580094,-158.245693483614","21.5803450759269,-158.293603968835","21.603212,-158.269768"
"53",699,"22.1196376454456,-159.352896707073","22.120052763346,-159.304881035869","22.0744862324109,-159.304448223105","22.0740712454407,-159.352454878887","22.097062,-159.32867"
"54",717,"20.7636832522167,-156.092742574722","20.7635178579434,-156.044992617008","20.718108416066,-156.045170952559","20.718273761871,-156.092911993726","20.740896,-156.068955"
"55",720,"19.1752290038533,-155.671678829491","19.1749896398466,-155.624239687721","19.1297301940475,-155.624494922809","19.1299694939643,-155.671925263852","19.15248,-155.648085"
"56",729,"19.6267504951344,-155.431573787087","19.626468374202,-155.384046967281","19.581170524238,-155.384347318662","19.5814525676304,-155.431865305279","19.603961,-155.407958"
"57",731,"22.0207098546586,-160.119950667193","22.0212615414741,-160.07195608218","21.9757089807913,-160.071379468157","21.9751574670611,-160.119365046237","21.99821,-160.095663"
"58",738,"20.9006412874802,-156.331118458855","20.900518192687,-156.283341447855","20.8550939001256,-156.283475350335","20.8552169585722,-156.331243434629","20.877868,-156.307295"
"59",745,"19.8556627776898,-155.905830354901","19.8554645947053,-155.858258380979","19.8101455165856,-155.858470792625","19.8103436443811,-155.906033916393","19.832905,-155.882148"
"60",788,"21.1286539153601,-157.09564408865","21.1286666683369,-157.047822045998","21.0832170510232,-157.047813102392","21.0832043018595,-157.095626201439","21.105936,-157.071726"
"61",789,"19.4873051825927,-154.909951059483","19.4869307412007,-154.862452136276","19.4416458414822,-154.86284920527","19.4420201807856,-154.910339305914","19.464476,-154.886398"
"62",797,"20.5828873369007,-156.37970695021","20.582772966215,-156.33199230964","20.5373823289687,-156.332116959113","20.5374966664729,-156.379822696258","20.560135,-156.35591"
"63",809,"19.7629426118679,-155.478252029511","19.7626686850113,-155.430698581835","19.7173585225418,-155.430990425426","19.7176323735202,-155.478535029993","19.740151,-155.454619"
"64",818,"21.1286539153601,-156.90435591135","21.1286326604012,-156.856533875392","21.0831830532558,-156.856560706203","21.0832043018595,-156.904373798561","21.105919,-156.880456"
"65",827,"21.935662848867,-159.543047218656","21.9361116333838,-159.49506827158","21.8905686313849,-159.494600101308","21.8901199870341,-159.542570046875","21.913116,-159.518821"
"66",861,"20.809674517764,-156.283609202786","20.8095430113809,-156.235850091862","20.7641285453697,-156.235992814323","20.7642600131171,-156.283743005238","20.786902,-156.259799"
"67",873,"20.0804980139957,-155.523883621884","20.0802319944704,-155.476268074512","20.0348921070433,-155.476551813312","20.0351580515372,-155.524158494448","20.057696,-155.500216"
"68",877,"20.5833321125852,-156.618280734763","20.583260101198,-156.570565911372","20.5378693226214,-156.570646043497","20.5379413131159,-156.618351963361","20.560601,-156.594461"
"69",941,"20.8558407391077,-156.665621145322","20.8557770879169,-156.617852804216","20.8103575043298,-156.617924192591","20.8104211367724,-156.665683610184","20.8331,-156.64177"
"70",965,"19.5808800621437,-155.336829443674","19.580581181392,-155.289311683596","19.5352875085863,-155.289629582973","19.5355863074083,-155.33713851327","19.558084,-155.313227"
"71",976,"19.2209459060509,-155.766328466482","19.2207232791412,-155.718880340942","19.1754599694447,-155.719118062732","19.1756825365864,-155.766557384178","19.198204,-155.742721"
"72",985,"19.3100214232119,-155.48107730562","19.3097482453944,-155.433612141283","19.264477775521,-155.433902902322","19.2647508796185,-155.48135925635","19.28725,-155.457488"
"73",1017,"20.2633221924886,-155.808691418689","20.263106596695,-155.761039807162","20.2177486521082,-155.761270691573","20.2179641864618,-155.808913423324","20.240536,-155.784979"
"74",1037,"20.1730162361296,-155.904403300533","20.1728176623772,-155.856769283196","20.1274684828598,-155.856982249217","20.12766700031,-155.904607393303","20.150243,-155.880691"
"75",1045,"19.5343406144763,-155.14710351397","19.5340081507188,-155.099595075867","19.4887188116477,-155.099948162438","19.4890511845143,-155.147447774315","19.51153,-155.123524"
"76",1065,"19.4461211440745,-155.527722544713","19.4458561556973,-155.480230824923","19.400574030268,-155.480513089965","19.4008389465684,-155.527995989566","19.423348,-155.504116"
"77",1067,"22.1164922032572,-159.689001568115","22.1169672248249,-159.640987129961","22.0714016670092,-159.640491211279","22.0709267952389,-159.688496634707","22.093947,-159.664744"
"78",1076,"21.5805710580094,-158.245693483614","21.5807885127912,-158.197782910898","21.5352871567536,-158.197558486922","21.5350697686065,-158.245460083097","21.55793,-158.221624"
"79",1094,"20.9000979732737,-156.140010728539","20.8999409218689,-156.092233937784","20.8545167997564,-156.092403546787","20.8546738047897,-156.140171410959","20.877308,-156.116205"
"80",1104,"19.1308427316187,-155.861647509586","19.1306370165732,-155.814216822448","19.0853810354088,-155.814436772706","19.0855866955163,-155.861858662189","19.108112,-155.83804"
"81",1108,"21.355038362417,-157.718000334661","21.3551618263093,-157.670133872764","21.3096865964692,-157.670008428618","21.3095631699507,-157.717865930355","21.332363,-157.694002"
"82",1117,"20.6734455072766,-156.284010460254","20.6733141164764,-156.236278099365","20.6279140888736,-156.236420662005","20.6280454413621,-156.284144112874","20.65068,-156.260213"
"83",1120,"18.9944438025345,-155.720068068329","18.9942130832334,-155.672664018616","18.9489682169136,-155.6729100876","18.9491988750904,-155.720305349583","18.971707,-155.696487"
"84",1129,"19.8540984036849,-155.572828313078","19.8538411899935,-155.525256961776","19.8085225639268,-155.525531323162","19.8087797059976,-155.573093824657","19.831311,-155.549178"
"85",1147,"21.9342652145175,-159.686982971579","21.9347396393526,-159.639004572034","21.8891970658484,-159.638509397537","21.8887227891756,-159.68647879588","21.911732,-159.662744"
"86",1157,"20.0334357521313,-155.23852005842","20.0331191549813,-155.190914060706","19.9877840965168,-155.191250870166","19.9881006046085,-155.238848005327","20.01061,-155.214883"
"87",1173,"19.5778870694727,-154.909174133666","19.5775124230174,-154.861657555497","19.5322195913371,-154.862054919712","19.532594135113,-154.90956266876","19.555054,-154.885612"
"88",1181,"20.7646035261453,-156.42699386449","20.7644975035244,-156.379243533653","20.719087774558,-156.379359452695","20.7191937661076,-156.427100866776","20.741846,-156.403174"
"89",1193,"20.035664613694,-155.619372160466","20.0354155537677,-155.571765277932","19.9900798492902,-155.572031185153","19.9903288391466,-155.619629204638","20.012873,-155.595699"
"90",1221,"19.7164864155544,-155.28835727604","19.7161788620241,-155.24081312531","19.6708731350737,-155.241140219033","19.671180603638,-155.288675530195","19.69368,-155.264747"
"91",1241,"19.4926063536814,-155.764953173939","19.492383364499,-155.717452155143","19.4470969779306,-155.717690407197","19.4473199062964,-155.765182602262","19.469852,-155.74132"
"92",1243,"21.9740287943232,-160.215335539642","21.9745974048721,-160.167350404525","21.9290509172578,-160.166755999933","21.9284824846591,-160.214732131746","21.95154,-160.191044"
"93",1296,"19.085783961568,-155.909280629991","19.0855866955163,-155.861858662189","19.0403343363237,-155.862069736475","19.0405315498326,-155.909482909842","19.06306,-155.885673"
"94",1301,"19.3085714845038,-155.243752596489","19.3082562820974,-155.196288004788","19.2629862148249,-155.196622816434","19.2633013321782,-155.244078598145","19.285779,-155.220186"
"95",1312,"19.0389748281431,-155.577592454179","19.0387188725714,-155.530179897218","18.9934705886923,-155.530452430124","18.9937264762764,-155.577856196254","19.016223,-155.55402"
"96",1321,"19.5378967559588,-155.764723660346","19.5376737057842,-155.71721381454","19.492383364499,-155.717452155143","19.4926063536814,-155.764953173939","19.515141,-155.741086"
"97",1332,"21.4449012671211,-158.053458441139","21.4450844442497,-158.005574472162","21.3995989567394,-158.005386166576","21.3994158353314,-158.053261168918","21.422251,-158.02942"
"98",1337,"19.6287043011325,-155.811791972241","19.6284895497696,-155.764264377158","19.5831911442626,-155.764494061435","19.5834058365946,-155.812012822897","19.605948,-155.788141"
"99",1348,"21.6725925931295,-158.00651705915","21.6727675184649,-157.95858813582","21.6272549623239,-157.958408460573","21.6270800908578,-158.006328400413","21.649924,-157.982461"
"100",1360,"19.1764888200098,-155.956315486684","19.1762998469868,-155.908875845083","19.1310400503667,-155.909078275085","19.1312289727878,-155.956509115682","19.153765,-155.932695"
"101",1385,"19.7188752414088,-155.716259565642","19.7186435195615,-155.668714467764","19.673337111669,-155.668962003156","19.6735687694902,-155.716498260938","19.696107,-155.692609"
"102",1394,"20.9466947087653,-156.665496145547","20.9466310199202,-156.617709947405","20.9012015822681,-156.617781389159","20.9012652522597,-156.665558657115","20.923949,-156.641637"
"103",1413,"19.8977510661124,-155.287083074844","19.8974431702706,-155.239503532945","19.8521208203593,-155.239831113794","19.8524286302554,-155.287401802962","19.874936,-155.263455"
"104",1421,"20.263106596695,-155.761039807162","20.2628825464742,-155.713388281718","20.2175246657359,-155.713628045857","20.2177486521082,-155.761270691573","20.240316,-155.737332"
"105",1423,"22.0285106446447,-159.352013216599","22.0289255010431,-159.304015572853","21.9833705353149,-159.303583085023","21.9829558091306,-159.351571720115","22.005941,-159.327796"
"106",1449,"20.0361374064789,-155.714586209473","20.035905231277,-155.666979138746","19.9905693890339,-155.667227319817","19.9908014989143,-155.71482552739","20.013354,-155.690905"
"107",1453,"20.7652099769333,-156.952249409307","20.7651972541651,-156.904498821945","20.7197873201239,-156.904516655746","20.7198000391633,-156.952258326208","20.742499,-156.928381"
"108",1467,"22.1652098786443,-159.35333870125","22.165625127834,-159.305314011238","22.120052763346,-159.304881035869","22.1196376454456,-159.352896707073","22.142632,-159.329108"
"109",1477,"19.3974623465122,-155.005690399967","19.3971049270974,-154.958208833623","19.3518276342858,-154.958587975621","19.3521849567578,-155.006060725795","19.374646,-154.982137"
"110",1497,"19.5364322055917,-155.47966598012","19.5361586559547,-155.432156715124","19.4908687289328,-155.432448016685","19.4911422037755,-155.479948454994","19.513651,-155.456055"
"111",1499,"21.8829418649304,-160.214128950274","21.883510120067,-160.166161818387","21.8379749795593,-160.165567859761","21.8374069013976,-160.213525995099","21.860459,-160.189846"
"112",1513,"20.0819167922425,-155.809578941053","20.0817014411657,-155.761962828786","20.0363611392632,-155.762193369344","20.0365764295945,-155.809800615059","20.059139,-155.785884"
"113",1540,"21.672217144329,-158.102374690193","21.6724091350735,-158.05444591173","21.6268966892982,-158.054248269542","21.6267047576771,-158.102168064595","21.649557,-158.078309"
"114",1556,"21.2195812567284,-157.047839943252","21.2195855102736,-157","21.1741256448907,-157","21.1741213926236,-157.047830992951","21.196854,-157.023918"
"115",1557,"19.3544508193929,-155.338373643829","19.3541523459344,-155.290899999864","19.3088782820823,-155.291217309261","19.3091766747866,-155.338682139831","19.331665,-155.314793"
"116",1577,"19.5374422389398,-155.669704057333","19.5372023554612,-155.622194392007","19.4919121430626,-155.62245038648","19.4921519609477,-155.669951224897","19.514678,-155.646075"
"117",1588,"21.4903920351717,-158.05365578727","21.4905752681755,-158.005762848299","21.4450844442497,-158.005574472162","21.4449012671211,-158.053458441139","21.467739,-158.029613"
"118",1629,"20.8553315303179,-156.379011565616","20.8552169585722,-156.331243434629","20.8097975399657,-156.331368363711","20.8099120779659,-156.379127571301","20.832565,-156.355188"
"119",1641,"19.9439510586525,-155.42953012099","19.9436683886621,-155.38194137679","19.8983415529245,-155.382242511314","19.8986241438026,-155.429822399295","19.921147,-155.405884"
"120",1657,"19.5841804151736,-156.002088656741","19.5839993992018,-155.954569586647","19.5387047892988,-155.954763863937","19.5388857556399,-156.002274103521","19.561443,-155.978424"
"121",1669,"19.9421284787342,-155.143999403652","19.9417951850907,-155.096411381677","19.8964688735821,-155.096765652138","19.8968020739553,-155.144344818297","19.919299,-155.12038"
"122",1677,"20.1260999862821,-155.57123316629","20.1258423385433,-155.523608646914","20.0804980139957,-155.523883621884","20.0807555888767,-155.571499271663","20.103299,-155.547556"
"123",1716,"21.5803450759269,-158.293603968835","21.5805710580094,-158.245693483614","21.5350697686065,-158.245460083097","21.5348438557709,-158.293361591826","21.557708,-158.26953"
"124",1723,"22.2555152571341,-159.450308161329","22.2559479019725,-159.402265759472","22.2103640349263,-159.40181440754","22.209931527534,-159.449847784","22.23294,-159.426059"
"125",1741,"20.8090975873671,-156.092573092421","20.8089321444893,-156.044814214828","20.7635178579434,-156.044992617008","20.7636832522167,-156.092742574722","20.786308,-156.068781"
"126",1744,"19.2202528232438,-155.623984357895","19.2200049943265,-155.576536506924","19.1747418774602,-155.57680064069","19.1749896398466,-155.624239687721","19.197498,-155.60039"
"127",1753,"19.5358766898792,-155.384647558414","19.5355863074083,-155.33713851327","19.4902965368749,-155.33744746802","19.4905868399516,-155.384947686601","19.513087,-155.361045"
"128",1755,"21.9757089807913,-160.071379468157","21.9762519459655,-160.023393673663","21.930704940519,-160.022826279727","21.9301621452855,-160.070803070546","21.953207,-160.047101"
"129",1762,"20.9459474279839,-156.283207495319","20.9458158050418,-156.235421604361","20.9003866087067,-156.235564486911","20.900518192687,-156.283341447855","20.923167,-156.259384"
"130",1764,"21.3535440316393,-158.148795823855","21.3537441263504,-158.100929935802","21.3082693256464,-158.100723851396","21.3080692915008,-158.148580779612","21.330907,-158.124758"
"131",1769,"19.8103436443811,-155.906033916393","19.8101455165856,-155.858470792625","19.7648306125429,-155.858683125251","19.7650286853073,-155.906237402157","19.787588,-155.882356"
"132",1812,"21.1740576086319,-157.191323938319","21.1740873744913,-157.143492965459","21.1286326604012,-157.143466124608","21.1286029034638,-157.191288150527","21.151346,-157.167393"
"133",1813,"19.4416458414822,-154.86284920527","19.4412630909309,-154.815359252114","19.3959822146256,-154.815764992825","19.3963648610981,-154.863246126777","19.418815,-154.839305"
"134",1821,"20.582772966215,-156.33199230964","20.58265012372,-156.284277715606","20.5372595221128,-156.284411268478","20.5373823289687,-156.332116959113","20.560017,-156.3082"
"135",1824,"19.085166981276,-155.767014964803","19.0849445331495,-155.719593241745","19.0396923449955,-155.719830699066","19.0399147338741,-155.767243627826","19.06243,-155.743421"
"136",1833,"19.7176323735202,-155.478535029993","19.7173585225418,-155.430990425426","19.6720524696846,-155.43128216049","19.6723262450023,-155.478817925236","19.694843,-155.454906"
"137",1842,"21.1286326604012,-156.856533875392","21.1286029034638,-156.808711849473","21.0831533052154,-156.808747623878","21.0831830532558,-156.856560706203","21.105893,-156.832639"
"138",1844,"21.5820719288809,-157.862406734688","21.5822211640308,-157.814495583153","21.5367193689643,-157.814342973049","21.5365701795484,-157.862245147718","21.559396,-157.838373"
"139",1851,"21.9798133347617,-159.687487336545","21.9802879081664,-159.63949993242","21.9347396393526,-159.639004572034","21.9342652145175,-159.686982971579","21.957277,-159.663244"
"140",1877,"19.6688514383064,-154.955931020915","19.6684850084322,-154.90839663004","19.6231840168416,-154.90878545412","19.6235503457616,-154.956311009226","19.646018,-154.932356"
"141",1885,"20.719087774558,-156.379359452695","20.7189733037658,-156.331618081899","20.6735684213515,-156.331742871059","20.673682858681,-156.379475328453","20.696329,-156.355549"
"142",1897,"19.9900798492902,-155.572031185153","19.9898224195036,-155.524433264661","19.9444910862763,-155.524707932583","19.9447484438253,-155.572296993381","19.967286,-155.548367"
"143",1913,"19.6747818194191,-156.001717556292","19.6746007037563,-155.954180815326","19.6292980269472,-155.954375237123","19.6294790926928,-156.001903141011","19.65204,-155.978044"
"144",1925,"19.8524286302554,-155.287401802962","19.8521208203593,-155.239831113794","19.8068026732977,-155.240158572758","19.8071103974935,-155.287720412489","19.829616,-155.263778"
"145",1940,"21.2640932153524,-157.717731576359","21.2642166046008,-157.669883031427","21.2187518177025,-157.669757681166","21.2186284656209,-157.717597272644","21.241423,-157.693742"
"146",1954,"20.9011294229762,-156.5700041479","20.9010487743961,-156.522226936675","20.8556243251663,-156.522316205384","20.8557049499324,-156.570084489792","20.878377,-156.546158"
"147",1965,"20.8104211367724,-156.665683610184","20.8103575043298,-156.617924192591","20.7649427990206,-156.6179955543","20.7650064127675,-156.665746051711","20.787682,-156.641837"
"148",1989,"19.579958164101,-155.194276521304","19.5796340276568,-155.146759125654","19.5343406144763,-155.14710351397","19.5346646620728,-155.194612080042","19.55715,-155.170688"
"149",2000,"19.2650155809367,-155.528815715032","19.2647508796185,-155.48135925635","19.2194841347402,-155.481641102427","19.2197487648125,-155.529088754012","19.24225,-155.505226"
"150",2009,"19.3105425636685,-155.576007945159","19.3102861959832,-155.528542574669","19.2650155809367,-155.528815715032","19.265271879436,-155.576272275098","19.28778,-155.55241"
"151",2011,"22.2090408233437,-159.545914014655","22.2094904569802,-159.497880987502","22.163912767756,-159.497411761222","22.1634632766106,-159.545435766565","22.186477,-159.521661"
"152",2020,"21.6267047576771,-158.102168064595","21.6268966892982,-158.054248269542","21.5813897129652,-158.05405070143","21.5811978403044,-158.101961516441","21.604048,-158.078107"
"153",2041,"20.2185600770744,-155.951842101702","20.2183698989772,-155.904199131697","20.1730162361296,-155.904403300533","20.1732063601664,-155.952037393937","20.195789,-155.92812"
"154",2068,"21.2649441777395,-157.239244417472","21.2649824711599,-157.19139555409","21.2195174535647,-157.191359739504","21.2194791716795,-157.239199649253","21.242231,-157.2153"
"155",2069,"19.5336672708511,-155.052086769014","19.5333179749251,-155.004578596691","19.4880288245323,-155.004949335492","19.4883780249697,-155.052448681737","19.510849,-155.028516"
"156",2080,"19.1294824979989,-155.577064676452","19.1292264058552,-155.529634528044","19.0839708013872,-155.52990726321","19.0842268251452,-155.577328614263","19.106727,-155.553484"
"157",2089,"19.4463777205247,-155.575214366112","19.4461211440745,-155.527722544713","19.4008389465684,-155.527995989566","19.4010954532288,-155.575478990721","19.423609,-155.551603"
"158",2091,"22.1625386135243,-159.641483234951","22.1630052251728,-159.593459592271","22.117433688967,-159.592972505498","22.1169672248249,-159.640987129961","22.139987,-159.617226"
"159",2100,"21.3089843434912,-157.909295400672","21.3091418181161,-157.861438120295","21.2636719907483,-157.861276896059","21.2635145636732,-157.909125219755","21.286329,-157.885284"
"160",2128,"19.1761024753888,-155.86143627862","19.175896705245,-155.813996790563","19.1306370165732,-155.814216822448","19.1308427316187,-155.861647509586","19.15337,-155.837824"
"161",2132,"21.4457319559005,-157.814037924341","21.4458725344589,-157.766153636204","21.4003868072128,-157.76601016435","21.4002462714191,-157.813885485673","21.42306,-157.790022"
"162",2144,"19.0847136910626,-155.672171606793","19.0844744550493,-155.624750063212","19.0392223920952,-155.625005108982","19.0394615643911,-155.672417858364","19.061969,-155.648586"
"163",2153,"19.8548194475145,-155.715542946772","19.8545875324835,-155.66797130887","19.809268698596,-155.668219120672","19.8095005490478,-155.715781908608","19.832045,-155.691879"
"164",2155,"22.1155164881849,-159.785029871955","22.1160086243486,-159.737015816575","22.0704433688219,-159.736501868547","22.0699513878441,-159.784506909416","22.09298,-159.760764"
"165",2169,"19.3119042609015,-155.860802115117","19.3116983244985,-155.813336204696","19.2664273283472,-155.813556481733","19.2666332091694,-155.86101358143","19.289166,-155.837177"
"166",2197,"19.5322195913371,-154.862054919712","19.531836631724,-154.814547318316","19.4865478862694,-154.814953360639","19.4869307412007,-154.862452136276","19.509384,-154.838502"
"167",2205,"20.7192912783972,-156.474842320812","20.7191937661076,-156.427100866776","20.6737888192464,-156.427207829107","20.6738863030304,-156.474940369694","20.696541,-156.451023"
"168",2217,"19.9905693890339,-155.667227319817","19.9903288391466,-155.619629204638","19.9449973638114,-155.619886153117","19.9452378461959,-155.667475408494","19.967784,-155.643555"
"169",2245,"19.7167855435148,-155.335901545162","19.7164864155544,-155.28835727604","19.671180603638,-155.288675530195","19.6714796489583,-155.336210959683","19.693984,-155.312286"
"170",2265,"19.3563047298567,-155.670692176818","19.3560651076189,-155.62321779946","19.3107905262292,-155.623473413817","19.3110300836279,-155.670938977372","19.333548,-155.647081"
