"","GRTS_ID","lowerleft","upperleft","upperright","lowerright","center"
"850",11385,"20.627625961222,-156.140973923235","20.6274691861059,-156.093250641985","20.5820740360662,-156.09341987131","20.5822307655852,-156.141134245961","20.60485,-156.117195"
"851",11394,"20.946898513247,-156.952213708366","20.946885775459,-156.904427420071","20.9014562623927,-156.904445280547","20.90146899641,-156.952222638605","20.924178,-156.928327"
"852",11396,"21.3086438583792,-158.005009766898","21.3088183569028,-157.957152617324","21.2633486272044,-157.956973479761","21.26317418137,-158.004821672727","21.285997,-157.980989"
"853",11413,"20.6738863030304,-156.474940369694","20.6737888192464,-156.427207829107","20.6283886532256,-156.427314751505","20.6284861085839,-156.47503838197","20.651138,-156.451125"
"854",11431,"22.0272147606557,-159.496005139482","22.0276552743753,-159.448008003296","21.9821007073332,-159.447548489787","21.9816603318708,-159.495536617605","22.004658,-159.471775"
"855",11451,"22.0740712454407,-159.352454878887","22.0744862324109,-159.304448223105","22.0289255010431,-159.304015572853","22.0285106446447,-159.352013216599","22.051499,-159.328233"
"856",11453,"19.3079326749105,-155.148823537429","19.3076006629917,-155.101359197683","19.2623307726236,-155.1017116291","19.2626626949572,-155.149167158996","19.285132,-155.125265"
"857",11461,"19.6720524696846,-155.43128216049","19.6717702709887,-155.38374650421","19.626468374202,-155.384046967281","19.6267504951344,-155.431573787087","19.649261,-155.407662"
"858",11465,"19.8105333414323,-155.953597115888","19.8103436443811,-155.906033916393","19.7650286853073,-155.906237402157","19.7652183296683,-155.953791754748","19.787782,-155.929915"
"859",11492,"21.1741086358231,-157.095661982553","21.1741213926236,-157.047830992951","21.1286666683369,-157.047822045998","21.1286539153601,-157.09564408865","21.151388,-157.07174"
"860",11493,"19.4420201807856,-154.910339305914","19.4416458414822,-154.86284920527","19.3963648610981,-154.863246126777","19.3967390986076,-154.910727408134","19.419193,-154.886791"
"861",11501,"19.7632081106442,-155.525805582484","19.7629426118679,-155.478252029511","19.7176323735202,-155.478535029993","19.7178977987517,-155.526079739798","19.740421,-155.502168"
"862",11507,"21.8896627984952,-159.59053981341","21.8901199870341,-159.542570046875","21.8445827875522,-159.542093054125","21.8441257414528,-159.590053822628","21.867123,-159.566314"
"863",11509,"19.8514799029942,-155.144690104401","19.8511467956247,-155.097119790763","19.8058289197399,-155.097473797624","19.8061619343712,-155.145035262034","19.828655,-155.12108"
"864",11513,"19.531836631724,-154.814547318316","19.5314452563318,-154.767039867853","19.486156617857,-154.76745473585","19.4865478862694,-154.814953360639","19.508997,-154.790999"
"865",11521,"20.0802319944704,-155.476268074512","20.0799575303429,-155.42865263285","20.0346177203276,-155.428945237828","20.0348921070433,-155.476551813312","20.057425,-155.452604"
"866",11525,"20.6287276286474,-156.618209479573","20.6286555963086,-156.570485749331","20.583260101198,-156.570565911372","20.5833321125852,-156.618280734763","20.605994,-156.594385"
"867",11549,"20.8558959034943,-156.713389509775","20.8558407391077,-156.665621145322","20.8104211367724,-156.665683610184","20.8104762849105,-156.713443051109","20.833159,-156.689534"
"868",11568,"19.2662130444941,-155.766099463799","19.2659903576424,-155.718642530899","19.2207232791412,-155.718880340942","19.2209459060509,-155.766328466482","19.243469,-155.742488"
"869",11585,"20.2635293338208,-155.856343112989","20.2633221924886,-155.808691418689","20.2179641864618,-155.808913423324","20.2181712687624,-155.856556237802","20.240747,-155.832626"
"870",11610,"21.2650505483757,-157","21.2650462935488,-156.952151103097","21.2195812567284,-156.952160056748","21.2195855102736,-157","21.242316,-156.976078"
"871",11612,"21.4910738335359,-157.862083621288","21.4912229773439,-157.814190420122","21.4457319559005,-157.814037924341","21.4455828575742,-157.861922155365","21.468403,-157.838059"
"872",11649,"19.8521208203593,-155.239831113794","19.8518045779225,-155.192260546509","19.8064865189072,-155.192596854843","19.8068026732977,-155.240158572758","19.829304,-155.216212"
"873",11657,"19.4018145149879,-155.71792857075","19.4015832374754,-155.670445284588","19.3563047298567,-155.670692176818","19.3565359446226,-155.718166645851","19.37906,-155.694308"
"874",11661,"19.9463136928204,-155.905423004565","19.946115398983,-155.857833320451","19.9007878783426,-155.858045890269","19.9009861166744,-155.905626717639","19.923551,-155.881732"
"875",11673,"19.6245988089004,-155.098888508901","19.6242577418453,-155.0513625399","19.5789604994194,-155.05172472176","19.579301472746,-155.099241858045","19.60178,-155.075304"
"876",11681,"19.4008389465684,-155.527995989566","19.400574030268,-155.480513089965","19.355295796441,-155.480795250178","19.3555606408729,-155.528269332866","19.378068,-155.504393"
"877",11683,"22.0704433688219,-159.736501868547","22.0709267952389,-159.688496634707","22.0253671837141,-159.687991890885","22.0248839093715,-159.73598811349","22.047906,-159.712245"
