"","GRTS_ID","lowerleft","upperleft","upperright","lowerright","center"
"285","2340","18.3612496256259,-66.3107374066883","18.3611977650243,-66.2634218045661","18.316030334842,-66.2634821525884","18.3160821822211,-66.3107856851345","18.474248,-66.571019"
"286","2349","18.4967924821719,-66.6420557040499","18.4968213157961,-66.5947038129915","18.4516537473326,-66.5946796367567","18.4516249211184,-66.6420194397096","18.202045,-65.814538"
"287","235","18.1796988917856,-65.885525747648","18.1795434687699,-65.8382588844034","18.1343760433623,-65.838427512651","18.1345314271733,-65.8856823312954","18.428849,-66.807669"
"288","2363","18.1795434687699,-65.8382588844034","18.1793765330888,-65.7909921071436","18.1342091497894,-65.7911727799257","18.1343760433623,-65.838427512651","18.473936,-66.144906"
"289","2365","18.4966367806824,-66.7841112413771","18.4967002146059,-66.7367594244176","18.4515326772644,-66.7366989839134","18.4514692596429,-66.784038712824","18.112021,-67.090615"
"290","2367","18.4513943115742,-66.1686215952863","18.451307833073,-66.1212819465878","18.4061404167272,-66.1213786017876","18.4062268730629,-66.1687061686688","17.976368,-67.137377"
"291","237","18.4965618133478,-66.8314630212872","18.4966367806824,-66.7841112413771","18.4514692596429,-66.784038712824","18.4513943115742,-66.8313784047137","18.022341,-66.806964"
"292","2370","18.0441960794117,-67.114004740696","18.0443398811469,-67.0667739131858","17.9991719070424,-67.0666295949674","17.9990281412904,-67.1138483962129","17.977403,-66.57082"
"293","2379","18.359261646778,-65.6010094122985","18.3590369201397,-65.5536949190836","18.3138700408492,-65.5539363052816","18.3140947101986,-65.6012387297686","17.977092,-66.145901"
"294","2381","18.0897608248885,-66.972432370497","18.0898701418657,-66.9251893082238","18.0447022620283,-66.9250810139675","18.0445929724794,-66.972312043694","18.022065,-66.051361"
"295","2387","17.999948244079,-66.6416578120544","17.9999769973666,-66.5944385515749","17.9548086096738,-66.5944145105665","17.9547798635621,-66.6416217505534","18.157914,-66.240062"
"296","239","18.4515326772644,-66.2633010160866","18.4514692596429,-66.215961287176","18.4063018019215,-66.216033778708","18.4063652032882,-66.26336142574","18.289235,-65.199338"
"297","2399","18.0445929724794,-66.027687956306","18.0444721788446,-65.9804569878574","17.9993041716351,-65.9805892797549","17.9994249350435,-66.0278082218312","18.112159,-67.043366"
"298","245","17.9545498948329,-66.1695495342385","17.9544636566347,-66.1223424472136","17.9092951152898,-66.1224385619257","17.909381332024,-66.1696336346932","17.977403,-66.42918"
"299","255","18.1803033159088,-66.1218611386898","18.1802054566264,-66.0745939376445","18.1350378642327,-66.0747023423276","18.1351356988295,-66.1219574985146","18.246855,-65.719794"
"300","260","18.1804644960201,-66.2163956820439","18.1803896623789,-66.1691283888702","18.1352220235181,-66.1692127037991","18.1352968382819,-66.2164679520439","18.112286,-66.996117"
"301","274","18.4957141080241,-67.1629239245948","18.495869808695,-67.1155725769233","18.450702484755,-67.1154154330873","18.4505468240955,-67.1627546930693","18.474259,-66.476327"
"302","276","18.1354119379793,-66.3109785528663","18.1353601431063,-66.2637232371121","18.0901923396593,-66.263783431469","18.0902441215014,-66.31102670838","18.338757,-66.523655"
"303","285","18.4515326772644,-66.7366989839134","18.4515845644262,-66.6893592241518","18.4064170771507,-66.6893108964008","18.4063652032882,-66.73663857426","18.292829,-67.04392"
"304","29","18.4967521151058,-66.6894075765836","18.4967924821719,-66.6420557040499","18.4516249211184,-66.6420194397096","18.4515845644262,-66.6893592241518","18.203185,-66.334543"
"305","290","18.0895076700384,-67.0669183049372","18.0896400009383,-67.0196753714456","18.0444721788446,-67.0195430121426","18.0443398811469,-67.0667739131858","18.292207,-65.766892"
"306","293","17.9999769973666,-66.4055614484251","17.999948244079,-66.3583421879456","17.9547798635621,-66.3583782494466","17.9548086096738,-66.4055854894335","18.022548,-66.618063"
"307","299","18.3146995906307,-65.7431466803648","18.3145094851298,-65.6958439234654","18.269342422131,-65.6960489985672","18.2695324792954,-65.7433396926396","18.066543,-67.184938"
"308","301","18.1349285197465,-66.9725527586248","18.1350378642327,-66.9252976576724","18.0898701418657,-66.9251893082238","18.0897608248885,-66.972432370497","18.157914,-66.759938"
"309","317","18.3606445862203,-67.0204709456675","18.3607655939359,-66.9731556207769","18.3155982739386,-66.9730349253213","18.3154772970742,-67.0203381808478","18.066991,-65.956772"
"310","319","18.3607655939359,-66.0268443792231","18.3606445862203,-65.9795290543325","18.3154772970742,-65.9796618191522","18.3155982739386,-66.0269650746787","18.338584,-66.760203"
"311","32","18.1767804154842,-65.2710649886785","18.1764753309679,-65.2237997222446","18.1313086794029,-65.2241249226066","18.131613686978,-65.2713781456606","18.473844,-66.097561"
"312","324","18.4516537473326,-66.4053203632433","18.4516249211184,-66.3579805602904","18.4064574234988,-66.3580168061202","18.4064862423244,-66.4053445271377","18.337708,-67.138677"
"313","333","18.3161685945534,-66.5473035941065","18.316174355377,-66.5","18.2710068690461,-66.5","18.2710011096873,-66.5472915306392","18.112907,-66.429126"
"314","338","18.315200778837,-67.1149444825987","18.3153447986984,-67.0676413686588","18.2701775233073,-67.067496608398","18.2700335400661,-67.1147876592379","18.518377,-67.13933"
"315","34","18.0443398811469,-67.0667739131858","18.0444721788446,-67.0195430121426","17.9993041716351,-67.0194107202451","17.9991719070424,-67.0666295949674","17.931349,-67.090014"
"316","340","18.1805796247599,-66.3109303728037","18.1805278168178,-66.263663012069","18.1353601431063,-66.2637232371121","18.1354119379793,-66.3109785528663","18.473498,-65.955524"
"317","347","18.2700335400661,-65.8852123407621","18.2698780382965,-65.8379213698878","18.2247107912346,-65.8380901701709","18.2248662535698,-65.8853690841573","18.203185,-66.665457"
"318","349","18.135498262801,-66.5472553771265","18.1355040177905,-66.5","18.0903361781464,-66.5","18.0903304246047,-66.5472433382364","17.931832,-66.09879"
"319","352","18.131613686978,-65.2713781456606","18.1313086794029,-65.2241249226066","18.0861418951149,-65.2244499572788","18.0864468259737,-65.2716911430885","18.201688,-65.719993"
"320","354","18.0892084874934,-67.1614039450206","18.0893638322143,-67.1141611648396","18.0441960794117,-67.114004740696","18.0440407736667,-67.1612354885457","18.112746,-66.240129"
"321","365","18.1803896623789,-66.8308716111298","18.1804644960201,-66.7836043179561","18.1352968382819,-66.7835320479561","18.1352220235181,-66.8307872962009","18.29352,-66.334459"
"322","379","18.0443398811469,-65.9332260868142","18.0441960794117,-65.885995259304","17.9990281412904,-65.8861516037871","17.9991719070424,-65.9333704050326","18.474259,-66.523673"
"323","381","18.3610594701611,-66.8312093011068","18.3611343798653,-66.7838937667526","18.3159669658436,-66.7838213491775","18.3158920752384,-66.8311248140074","18.109742,-65.389653"
"324","383","18.4060424329312,-66.0740510842298","18.4059329216942,-66.0267236221607","18.3607655939359,-66.0268443792231","18.3608750771784,-66.0741597657204","18.201872,-65.767265"
"325","388","18.3613187731183,-66.4053686787012","18.3612899616598,-66.3580530334536","18.3161225079709,-66.3580892423048","18.3161513120835,-66.4053928179431","18.383509,-66.902234"
"326","397","18.2708628851334,-66.7364575301693","18.2709147193285,-66.6891660610434","18.2257472093626,-66.6891178318266","18.2256953883131,-66.7363972436836","18.474086,-66.239598"
"327","4","18.1803896623789,-66.1691283888702","18.1803033159088,-66.1218611386898","18.1351356988295,-66.1219574985146","18.1352220235181,-66.1692127037991","18.203081,-66.239996"
"328","404","18.1354809978333,-66.4054892518842","18.1354522228909,-66.3582338931694","18.0902843962778,-66.3582700098211","18.0903131639807,-66.4055133296598","18.428042,-67.139004"
"329","411","18.4509792151563,-65.9792633213394","18.450846615118,-65.9319239071055","18.4056793169853,-65.9320688891495","18.4058118830377,-65.9793962217455","18.022514,-66.334712"
"330","413","18.1805796247599,-66.6890696271963","18.1806199198364,-66.641802241894","18.1354522228909,-66.6417661068306","18.1354119379793,-66.6890214471337","18.518527,-67.091972"
"331","428","18.3125738770817,-65.3174261526626","18.3122800812777,-65.2701245591858","18.2671135850857,-65.2704381955633","18.2674073061994,-65.317727727103","18.247523,-65.908933"
"332","429","18.4964753126171,-66.8788147579731","18.4965618133478,-66.8314630212872","18.4513943115742,-66.8313784047137","18.451307833073,-66.8787180534122","18.067636,-66.712568"
"333","431","18.3611343798653,-66.2161062332474","18.3610594701611,-66.1687906988932","18.3158920752384,-66.1688751859926","18.3159669658436,-66.2161786508225","18.021202,-67.231988"
"334","437","17.999631958217,-66.1222462835539","17.9995341972444,-66.0750272251385","17.9543659200597,-66.0751354091365","17.9544636566347,-66.1223424472136","17.932234,-66.429198"
"335","443","18.2239737864529,-65.6489754361929","18.2237607465757,-65.6016970139203","18.1785936643873,-65.6019259807806","18.1788066503858,-65.6491923526874","18.336786,-65.624778"
"336","447","18.1352968382819,-66.2164679520439","18.1352220235181,-66.1692127037991","18.0900542548199,-66.1692969757675","18.0901290507614,-66.2165401852207","18.067337,-66.901517"
"337","45","18.0896400009383,-67.0196753714456","18.0897608248885,-66.972432370497","18.0445929724794,-66.972312043694","18.0444721788446,-67.0195430121426","18.202494,-65.956357"
"338","452","18.4515845644262,-66.3106407758482","18.4515326772644,-66.2633010160866","18.4063652032882,-66.26336142574","18.4064170771507,-66.3106891035992","18.247788,-66.996497"
"339","461","18.4516710430634,-66.5473398214634","18.4516768083074,-66.5","18.4065092973883,-66.5","18.4065035336221,-66.5473277395139","18.293174,-66.097971"
"340","464","18.0875514854908,-65.4606574193397","18.0872925803075,-65.4134156325873","18.0421253471462,-65.4136923765307","18.0423841873785,-65.4609221317107","18.247523,-67.091067"
"341","466","18.1793765330888,-67.2090078928564","18.1795434687699,-67.1617411155966","18.1343760433623,-67.161572487349","18.1342091497894,-67.2088272200743","18.203139,-66.28727"
"342","477","18.0901290507614,-66.7834598147793","18.0901923396593,-66.736216568531","18.045024378979,-66.7361564048367","18.0449611059611,-66.7833876183977","18.292541,-65.861485"
"343","491","18.1793765330888,-65.7909921071436","18.1791980847743,-65.7437254220101","18.1340307464868,-65.7439181392563","18.1342091497894,-65.7911727799257","18.067751,-66.523619"
"344","493","18.496377278507,-66.92616644526","18.4964753126171,-66.8788147579731","18.451307833073,-66.8787180534122","18.4512098241564,-66.9260576527495","18.109178,-65.295158"
"345","495","18.4966367806824,-66.2158887586229","18.4965618133478,-66.1685369787128","18.4513943115742,-66.1686215952863","18.4514692596429,-66.215961287176","17.932004,-66.806808"
"346","501","17.9997929764049,-66.2166845412169","17.9997182179427,-66.1694653909544","17.9545498948329,-66.1695495342385","17.9546246346379,-66.2167566640926","18.155669,-65.53115"
"347","511","18.1351356988295,-66.1219574985146","18.1350378642327,-66.0747023423276","18.0898701418657,-66.0748106917762","18.0899679518492,-66.1220538092419","18.293347,-66.807434"
"348","516","18.2256320514954,-66.2163233751924","18.2255571989215,-66.1690440309481","18.1803896623789,-66.1691283888702","18.1804644960201,-66.2163956820439","18.38329,-66.003123"
"349","530","18.4955468741241,-67.2102751858197","18.4957141080241,-67.1629239245948","18.4505468240955,-67.1627546930693","18.4503796331702,-67.2100938666708","18.33719,-67.280604"
"350","532","18.2258163041186,-66.4054410595002","18.2257875146337,-66.3581616046168","18.1806199198364,-66.358197758106","18.1806487020394,-66.4054651618341","18.338745,-66.429036"
"351","539","18.3153447986984,-65.9323586313412","18.315200778837,-65.8850555174013","18.2700335400661,-65.8852123407621","18.2701775233073,-65.932503391602","18.293474,-66.712839"
"352","541","18.045024378979,-66.7361564048367","18.0450761478283,-66.6889251606365","17.999907989484,-66.6888770541643","17.9998562335893,-66.7360962717816","18.154909,-65.38937"
"353","555","18.3596765274756,-65.6956387437149","18.3594748492371,-65.6483240225622","18.314307858306,-65.648541271215","18.3145094851298,-65.6958439234654","18.382357,-65.719197"
"354","557","18.1350378642327,-66.9252976576724","18.1351356988295,-66.8780425014854","18.0899679518492,-66.8779461907581","18.0898701418657,-66.9251893082238","18.3353,-65.340929"
"355","563","17.9543659200597,-66.9248645908635","17.9544636566347,-66.8776575527864","17.9092951152898,-66.8775614380743","17.9091974030407,-66.9247564619316","18.428769,-66.855003"
"356","571","18.2250102002973,-65.9326480780481","18.2248662535698,-65.8853690841573","18.1796988917856,-65.885525747648","18.1798428021058,-65.932792690736","18.293267,-66.145269"
"357","573","18.3155982739386,-66.9730349253213","18.3157077292679,-66.9257316082352","18.2705403615921,-66.9256230375947","18.2704309340949,-66.9729142914254","17.9312,-67.137214"
"358","575","18.496377278507,-66.07383355474","18.496267711037,-66.0264819230268","18.4511002848437,-66.0266028034443","18.4512098241564,-66.0739423472505","18.382541,-65.766517"
"359","580","18.4968213157961,-66.4052961870085","18.4967924821719,-66.3579442959501","18.4516249211184,-66.3579805602904","18.4516537473326,-66.4053203632433","18.112677,-66.807121"
"360","589","18.3613187731183,-66.5946313212988","18.3613360599956,-66.5473156637298","18.3161685945534,-66.5473035941065","18.3161513120835,-66.5946071820569","18.112286,-66.003883"
"361","594","18.3598666814537,-67.2570464304035","18.3600453111346,-67.209731505953","18.3148781747716,-67.2095504642425","18.3146995906307,-67.2568533196352","18.203243,-66.42909"
"362","596","18.1806199198364,-66.358197758106","18.1805796247599,-66.3109303728037","18.1354119379793,-66.3109785528663","18.1354522228909,-66.3582338931694","18.247662,-65.956218"
"363","603","18.315045237518,-65.8377524834882","18.3148781747716,-65.7904495357575","18.2697110180288,-65.79063048513","18.2698780382965,-65.8379213698878","18.067682,-66.665331"
"364","605","18.1354522228909,-66.6417661068306","18.1354809978333,-66.5945107481158","18.0903131639807,-66.5944866703402","18.0902843962778,-66.6417299901789","17.977,-66.901312"
"365","61","18.4059329216942,-66.9732763778393","18.4060424329312,-66.9259489157702","18.3608750771784,-66.9258402342796","18.3607655939359,-66.9731556207769","18.157327,-65.956495"
"366","610","18.1798428021058,-67.067207309264","18.1799751997027,-67.0199402924741","18.134807665392,-67.0198077982056","18.1346753011924,-67.0670627702778","18.292956,-66.996623"
"367","613","17.9547396190134,-66.3111710278151","17.9546878760354,-66.2639638306576","17.9095192788836,-66.2640239025044","17.909571008983,-66.3112190853206","18.428458,-66.002996"
"368","621","18.1802054566264,-66.9254060623555","18.1803033159088,-66.8781388613102","18.1351356988295,-66.8780425014854","18.1350378642327,-66.9252976576724","18.248422,-66.476357"
"369","63","18.3609730359265,-66.121475207664","18.3608750771784,-66.0741597657204","18.3157077292679,-66.0742683917648","18.3158056630409,-66.1215717642547","18.293578,-66.570946"
"370","637","18.2707995322488,-66.7837489685386","18.2708628851334,-66.7364575301693","18.2256953883131,-66.7363972436836","18.2256320514954,-66.7836766248076","18.157189,-67.090766"
"371","639","18.0448863287868,-66.1693812048084","18.0448000474703,-66.1221500709092","17.999631958217,-66.1222462835539","17.9997182179427,-66.1694653909544","18.290133,-65.341225"
"372","644","18.3613418222884,-66.5","18.3613360599956,-66.4526843362702","18.3161685945534,-66.4526964058935","18.316174355377,-66.5","18.20284,-66.901824"
"373","653","18.3160821822211,-66.6892143148655","18.3161225079709,-66.6419107576952","18.2709550348241,-66.6418745673122","18.2709147193285,-66.6891660610434","18.338434,-66.145178"
"374","656","18.1781331549875,-65.5073935931819","18.1778856316752,-65.4601275897718","18.1327186244247,-65.4603925720612","18.1329660853069,-65.5076465315281","18.383025,-67.091519"
"375","658","18.495869808695,-67.1155725769233","18.496013976106,-67.0682211489794","18.450846615118,-67.0680760928944","18.450702484755,-67.1154154330873","18.382875,-65.86116"
"376","660","18.045168181375,-66.5","18.045162429277,-66.4527686945212","17.9999942493414,-66.452780721151","18,-66.5","18.20322,-66.618184"
"377","667","18.496013976106,-65.9317788510206","18.495869808695,-65.8844274230767","18.450702484755,-65.8845845669127","18.450846615118,-65.9319239071055","17.977345,-66.665246"
"378","669","18.1806659713635,-66.5472674221539","18.1806717278052,-66.5","18.1355040177905,-66.5","18.135498262801,-66.5472553771265","18.202736,-66.050903"
"379","68","18.4516768083074,-66.5","18.4516710430634,-66.4526601785366","18.4065035336221,-66.4526722604861","18.4065092973883,-66.5","18.202206,-67.138189"
"380","683","18.4046418469719,-65.6481066630204","18.4044285900028,-65.6007799777794","18.359261646778,-65.6010094122985","18.3594748492371,-65.6483240225622","17.976034,-67.231802"
"381","685","18.4063018019215,-66.7839662212919","18.4063652032882,-66.73663857426","18.3611977650243,-66.7365781954339","18.3611343798653,-66.7838937667526","18.246233,-65.57794"
"382","687","18.270724660687,-66.1689596299999","18.2706382704625,-66.1216682715975","18.2254708306061,-66.12176472973","18.2255571989215,-66.1690440309481","18.022261,-66.854189"
"383","699","18.1334264785548,-65.6021548309497","18.1332020366988,-65.5549006198697","18.0880347761638,-65.5551413914359","18.0882591615609,-65.6023835645167","17.887077,-66.523595"
"384","7","17.9999942493414,-66.547219278849","18,-66.5","17.9548316065664,-66.5","17.954825857343,-66.5472072583425","17.932073,-66.240393"
"385","703","18.2254708306061,-66.12176472973","18.2253729465659,-66.0744854776844","18.1802054566264,-66.0745939376445","18.1803033159088,-66.1218611386898","18.067233,-66.051246"
"386","708","18.4516249211184,-66.3579805602904","18.4515845644262,-66.3106407758482","18.4064170771507,-66.3106891035992","18.4064574234988,-66.3580168061202","18.38389,-66.381696"
"387","717","18.4064862423244,-66.5946554728623","18.4065035336221,-66.5473277395139","18.3613360599956,-66.5473156637298","18.3613187731183,-66.5946313212988","18.11171,-67.185113"
"388","720","18.1327186244247,-65.4603925720612","18.1324596540997,-65.413138747605","18.0872925803075,-65.4134156325873","18.0875514854908,-65.4606574193397","18.246452,-65.625225"
"389","722","18.2245438133219,-67.2091886577648","18.2247107912346,-67.1619098298291","18.1795434687699,-67.1617411155966","18.1793765330888,-67.2090078928564","18.203012,-66.807277"
"390","733","18.1352968382819,-66.7835320479561","18.1353601431063,-66.7362767628879","18.0901923396593,-66.736216568531","18.0901290507614,-66.7834598147793","18.248387,-66.381786"
"391","745","17.9991719070424,-65.9333704050326","17.9990281412904,-65.8861516037871","17.9538599903964,-65.8863078686705","17.9540037202707,-65.9335146497741","18.293555,-66.618244"
"392","747","18.0892084874934,-65.8385960549794","18.0890416359058,-65.7913533606519","18.0438739639414,-65.7915338493925","18.0440407736667,-65.8387645114543","18.29238,-67.185812"
"393","749","18.4961466102287,-67.0208696469379","18.496267711037,-66.9735180769732","18.4511002848437,-66.9733971965557","18.4509792151563,-67.0207366786606","18.067751,-66.476381"
"394","751","18.4062268730629,-66.1687061686688","18.4061404167272,-66.1213786017876","18.3609730359265,-66.121475207664","18.3610594701611,-66.1687906988932","17.976517,-67.090164"
"395","757","17.9546246346379,-66.2167566640926","17.9545498948329,-66.1695495342385","17.909381332024,-66.1696336346932","17.9094560532266,-66.2168287502574","18.383025,-65.908481"
"396","767","18.0897608248885,-66.027567629503","18.0896400009383,-65.9803246285544","18.0444721788446,-65.9804569878574","18.0445929724794,-66.027687956306","18.157971,-66.712676"
"397","772","18.4065035336221,-66.4526722604861","18.4064862423244,-66.4053445271377","18.3613187731183,-66.4053686787012","18.3613360599956,-66.4526843362702","17.977345,-66.334754"
"398","788","18.1806659713635,-66.4527325778461","18.1806487020394,-66.4054651618341","18.1354809978333,-66.4054892518842","18.135498262801,-66.4527446228735","18.334712,-65.246314"
"399","795","18.3154772970742,-65.9796618191522","18.3153447986984,-65.9323586313412","18.2701775233073,-65.932503391602","18.2703099879921,-65.9797945162565","18.202736,-66.949097"
"400","797","18.1354119379793,-66.6890214471337","18.1354522228909,-66.6417661068306","18.0902843962778,-66.6417299901789","18.0902441215014,-66.68897329162","18.293347,-66.192566"
"401","800","18.1321891743818,-65.3658850642955","18.1319071853232,-65.3186315282688","18.0867402504959,-65.3189324883305","18.0870221686252,-65.3661739868738","17.976897,-66.051475"
"402","802","18.0440407736667,-67.1612354885457","18.0441960794117,-67.114004740696","17.9990281412904,-67.1138483962129","17.9988728744068,-67.1610671178587","18.248099,-66.854641"
"403","811","18.269342422131,-65.6960489985672","18.2691408465724,-65.6487584090636","18.2239737864529,-65.6489754361929","18.2241753108953,-65.6962539691002","18.022341,-66.193036"
"404","813","18.0447022620283,-66.9250810139675","18.0448000474703,-66.8778499290908","17.999631958217,-66.8777537164461","17.9995341972444,-66.9249727748615","18.473498,-67.044476"
"405","819","17.9994249350435,-66.9721917781688","17.9995341972444,-66.9249727748615","17.9543659200597,-66.9248645908635","17.9542566851264,-66.9720715738747","18.428042,-65.860996"
"406","82","18.360367997467,-67.1151013859864","18.3605120540554,-67.0677862027908","18.3153447986984,-67.0676413686588","18.315200778837,-67.1149444825987","18.158075,-66.570892"
"407","827","18.0895076700384,-65.9330816950628","18.0893638322143,-65.8858388351604","18.0441960794117,-65.885995259304","18.0443398811469,-65.9332260868142","18.110502,-65.531397"
"408","829","18.2705403615921,-66.9256230375947","18.2706382704625,-66.8783317284025","18.2254708306061,-66.87823527027","18.2253729465659,-66.9255145223156","18.157568,-66.051018"
"409","831","18.4512098241564,-66.0739423472505","18.4511002848437,-66.0266028034443","18.4059329216942,-66.0267236221607","18.4060424329312,-66.0740510842298","18.382875,-67.13884"
"410","836","18.316174355377,-66.5","18.3161685945534,-66.4526964058935","18.2710011096873,-66.4527084693608","18.2710068690461,-66.5","18.067682,-66.334669"
"411","84","18.2258393357099,-66.5","18.2258335778118,-66.4527205266768","18.1806659713635,-66.4527325778461","18.1806717278052,-66.5","18.429022,-66.665668"
"412","845","18.2709838316122,-66.594583055127","18.2710011096873,-66.5472915306392","18.2258335778118,-66.5472794733232","18.2258163041186,-66.5945589404998","18.154345,-65.294851"
"413","850","18.2698780382965,-67.1620786301122","18.2700335400661,-67.1147876592379","18.2248662535698,-67.1146309158427","18.2247107912346,-67.1619098298291","18.021375,-65.815236"
"414","852","18.0451451729839,-66.4055373951703","18.0451164124992,-66.3583061080751","17.999948244079,-66.3583421879456","17.9999769973666,-66.4055614484251","18.38329,-66.996877"
"415","859","18.360367997467,-65.8848986140136","18.3602124164833,-65.8375835109061","18.315045237518,-65.8377524834882","18.315200778837,-65.8850555174013","18.292956,-66.003377"
"416","861","18.0903131639807,-66.5944866703402","18.0903304246047,-66.5472433382364","18.045162429277,-66.5472313054788","18.0451451729839,-66.5944626048297","18.24841,-66.429072"
"417","869","17.999907989484,-66.3111229458357","17.9998562335893,-66.2639037282184","17.9546878760354,-66.2639638306576","17.9547396190134,-66.3111710278151","18.338688,-66.665584"
"418","876","18.3577404258771,-65.3171244243337","18.3574465551649,-65.2698107627653","18.3122800812777,-65.2701245591858","18.3125738770817,-65.3174261526626","18.383601,-66.854912"
"419","877","18.2251426313892,-67.0200728543029","18.2252635468199,-66.972793719042","18.1800960845507,-66.9726732081241","18.1799751997027,-67.0199402924741","18.338584,-66.239797"
"420","879","18.2708628851334,-66.2635424698307","18.2707995322488,-66.2162510314614","18.2256320514954,-66.2163233751924","18.2256953883131,-66.2636027563164","18.42908,-66.428999"
"421","883","17.9997182179427,-66.8305346090456","17.9997929764049,-66.7833154587831","17.9546246346379,-66.7832433359074","17.9545498948329,-66.8304504657615","18.338722,-66.618274"
"422","885","17.9543659200597,-66.0751354091365","17.9542566851264,-66.0279284261253","17.909088195295,-66.0280485692351","17.9091974030407,-66.0752435380684","18.202356,-67.090916"
"423","893","18.3159669658436,-66.7838213491775","18.316030334842,-66.7365178474116","18.2708628851334,-66.7364575301693","18.2707995322488,-66.7837489685386","18.157764,-66.85446"
"424","895","18.1352220235181,-66.1692127037991","18.1351356988295,-66.1219574985146","18.0899679518492,-66.1220538092419","18.0900542548199,-66.1692969757675","18.383924,-66.476339"
"425","900","18.3160821822211,-66.3107856851345","18.316030334842,-66.2634821525884","18.2708628851334,-66.2635424698307","18.2709147193285,-66.3108339389566","18.021375,-67.184764"
"426","909","18.4516249211184,-66.6420194397096","18.4516537473326,-66.5946796367567","18.4064862423244,-66.5946554728623","18.4064574234988,-66.6419831938798","18.291619,-65.625002"
"427","91","18.3600453111346,-65.790268494047","18.3598666814537,-65.7429535695965","18.3146995906307,-65.7431466803648","18.3148781747716,-65.7904495357575","18.022065,-66.948639"
"428","914","18.450846615118,-67.0680760928944","18.4509792151563,-67.0207366786606","18.4058118830377,-67.0206037782545","18.4056793169853,-67.0679311108505","18.383809,-66.287052"
"429","925","18.1806199198364,-66.641802241894","18.1806487020394,-66.5945348381659","18.1354809978333,-66.5945107481158","18.1354522228909,-66.6417661068306","18.383855,-66.665626"
"430","93","18.045162429277,-66.5472313054788","18.045168181375,-66.5","18,-66.5","17.9999942493414,-66.547219278849","18.11171,-65.814887"
"431","939","18.2248662535698,-65.8853690841573","18.2247107912346,-65.8380901701709","18.1795434687699,-65.8382588844034","18.1796988917856,-65.885525747648","18.47374,-66.949785"
"432","941","18.4514692596429,-66.784038712824","18.4515326772644,-66.7366989839134","18.4063652032882,-66.73663857426","18.4063018019215,-66.7839662212919","18.247788,-66.003503"
"433","943","18.4063018019215,-66.216033778708","18.4062268730629,-66.1687061686688","18.3610594701611,-66.1687906988932","18.3611343798653,-66.2161062332474","18.338641,-66.287107"
"434","955","18.0880347761638,-65.5551413914359","18.0877988841254,-65.5078993409998","18.0426315239478,-65.5081520216952","18.0428673568066,-65.5553820403575","18.474225,-66.618365"
"435","959","18.1800960845507,-66.0273267918759","18.1799751997027,-65.9800597075259","18.134807665392,-65.9801922017944","18.1349285197465,-66.0274472413752","18.156878,-65.814713"
"436","962","18.4048435767745,-67.3045665407646","18.4050337793711,-67.2572396397406","18.3598666814537,-67.2570464304035","18.3596765274756,-67.3043612562851","18.474086,-66.760402"
"437","964","18.4064574234988,-66.3580168061202","18.4064170771507,-66.3106891035992","18.3612496256259,-66.3107374066883","18.3612899616598,-66.3580530334536","18.428769,-66.144997"
"438","973","18.4063652032882,-66.73663857426","18.4064170771507,-66.6893108964008","18.3612496256259,-66.6892625933116","18.3611977650243,-66.7365781954339","18.021685,-67.090314"
"439","978","18.0893638322143,-67.1141611648396","18.0895076700384,-67.0669183049372","18.0443398811469,-67.0667739131858","18.0441960794117,-67.114004740696","18.336567,-65.57747"
"440","98","18.1343760433623,-67.161572487349","18.1345314271733,-67.1143176687046","18.0893638322143,-67.1141611648396","18.0892084874934,-67.1614039450206","18.067233,-66.948754"
"441","983","17.9987061064212,-67.2082857537821","17.9988728744068,-67.1610671178587","17.9537047622601,-67.1608988328941","17.9535380358915,-67.2081054488019","17.97738,-66.618033"
"442","989","18.0449611059611,-66.7833876183977","18.045024378979,-66.7361564048367","17.9998562335893,-66.7360962717816","17.9997929764049,-66.7833154587831","18.02195,-66.004136"
